DBN,school_year,student_q20_mental_health,student_q20_mental_health_label,student_q22_felt_happy,student_q22_felt_happy_label
75K373,2024-25,100.0,100.0% of students know where to get mental health support,97.0,97.0% of students felt happy at school
75K396,2024-25,100.0,100.0% of students know where to get mental health support,99.0,99.0% of students felt happy at school
75K721,2024-25,89.0,89.0% of students know where to get mental health support,96.0,96.0% of students felt happy at school
75K753,2024-25,94.0,94.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
75K771,2024-25,88.0,88.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
75K811,2024-25,91.0,91.0% of students know where to get mental health support,92.0,92.0% of students felt happy at school
75M035,2024-25,92.0,92.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
75M079,2024-25,98.0,98.0% of students know where to get mental health support,96.0,96.0% of students felt happy at school
75M094,2024-25,89.0,89.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
75M138,2024-25,69.0,69.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
75M169,2024-25,85.0,85.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
75M226,2024-25,93.0,93.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
75M721,2024-25,93.0,93.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
75M751,2024-25,96.0,96.0% of students know where to get mental health support,93.0,93.0% of students felt happy at school
75M811,2024-25,89.0,89.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
75Q004,2024-25,,Data not available,,Data not available
75Q009,2024-25,87.0,87.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
75Q023,2024-25,88.0,88.0% of students know where to get mental health support,38.0,38.0% of students felt happy at school
75Q075,2024-25,100.0,100.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
75Q177,2024-25,94.0,94.0% of students know where to get mental health support,93.0,93.0% of students felt happy at school
75Q224,2024-25,,Data not available,100.0,100.0% of students felt happy at school
75Q233,2024-25,96.0,96.0% of students know where to get mental health support,94.0,94.0% of students felt happy at school
75Q255,2024-25,100.0,100.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
75Q256,2024-25,95.0,95.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
75Q277,2024-25,95.0,95.0% of students know where to get mental health support,94.0,94.0% of students felt happy at school
75Q721,2024-25,98.0,98.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
75Q752,2024-25,79.0,79.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
75Q811,2024-25,85.0,85.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
75Q993,2024-25,92.0,92.0% of students know where to get mental health support,93.0,93.0% of students felt happy at school
75R025,2024-25,86.0,86.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
75R037,2024-25,98.0,98.0% of students know where to get mental health support,99.0,99.0% of students felt happy at school
75R373,2024-25,99.0,99.0% of students know where to get mental health support,97.0,97.0% of students felt happy at school
75R721,2024-25,95.0,95.0% of students know where to get mental health support,95.0,95.0% of students felt happy at school
75X010,2024-25,92.0,92.0% of students know where to get mental health support,92.0,92.0% of students felt happy at school
75X012,2024-25,93.0,93.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
75X017,2024-25,90.0,90.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
75X168,2024-25,97.0,97.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
75X176,2024-25,96.0,96.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
75X186,2024-25,96.0,96.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
75X188,2024-25,91.0,91.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
75X352,2024-25,96.0,96.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
75X469,2024-25,,Data not available,,Data not available
75X721,2024-25,90.0,90.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
75X723,2024-25,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
75X754,2024-25,83.0,83.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
75X811,2024-25,90.0,90.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
84K037,2024-25,88.0,88.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
84K355,2024-25,63.0,63.0% of students know where to get mental health support,55.0,55.0% of students felt happy at school
84K356,2024-25,90.0,90.0% of students know where to get mental health support,57.0,57.0% of students felt happy at school
84K357,2024-25,71.0,71.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
84K360,2024-25,79.0,79.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
84K362,2024-25,92.0,92.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
84K367,2024-25,40.0,40.0% of students know where to get mental health support,50.0,50.0% of students felt happy at school
84K379,2024-25,89.0,89.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
84K406,2024-25,79.0,79.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
84K417,2024-25,70.0,70.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
84K473,2024-25,81.0,81.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
84K486,2024-25,94.0,94.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
84K508,2024-25,100.0,100.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
84K517,2024-25,100.0,100.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
84K536,2024-25,93.0,93.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
84K538,2024-25,,Data not available,,Data not available
84K593,2024-25,,Data not available,,Data not available
84K608,2024-25,87.0,87.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
84K648,2024-25,83.0,83.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
84K651,2024-25,,Data not available,,Data not available
84K652,2024-25,80.0,80.0% of students know where to get mental health support,20.0,20.0% of students felt happy at school
84K680,2024-25,,Data not available,,Data not available
84K693,2024-25,81.0,81.0% of students know where to get mental health support,61.0,61.0% of students felt happy at school
