DBN,school_year,teacher_q119_disruptive_sel,teacher_q119_disruptive_sel_label,teacher_q120_access_supports,teacher_q120_access_supports_label
30Q227,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
30Q228,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
30Q230,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
30Q234,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
30Q235,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
30Q258,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,58.0,58.0% of adults have access to behavioral/emotional supports
30Q280,2023-24,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
30Q286,2023-24,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
30Q291,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
30Q300,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
30Q301,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
30Q329,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
30Q361,2023-24,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
30Q384,2023-24,97.0,97.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
30Q398,2023-24,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
30Q417,2023-24,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,45.0,45.0% of adults have access to behavioral/emotional supports
30Q429,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
30Q445,2023-24,66.0,66.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
30Q450,2023-24,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
30Q501,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,69.0,69.0% of adults have access to behavioral/emotional supports
30Q502,2023-24,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
30Q555,2023-24,59.0,59.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
30Q575,2023-24,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
30Q580,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
31R001,2023-24,97.0,97.0% of adults recognize disruptive behavior as SEL opportunity,97.0,97.0% of adults have access to behavioral/emotional supports
31R002,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
31R003,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
31R004,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
31R005,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
31R006,2023-24,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
31R007,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
31R008,2023-24,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
31R009,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,97.0,97.0% of adults have access to behavioral/emotional supports
31R010,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
31R011,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,33.0,33.0% of adults have access to behavioral/emotional supports
31R013,2023-24,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
31R016,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
31R018,2023-24,66.0,66.0% of adults recognize disruptive behavior as SEL opportunity,56.0,56.0% of adults have access to behavioral/emotional supports
31R019,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
31R020,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
31R021,2023-24,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
31R022,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
31R023,2023-24,95.0,95.0% of adults recognize disruptive behavior as SEL opportunity,97.0,97.0% of adults have access to behavioral/emotional supports
31R024,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
31R026,2023-24,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
31R027,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
31R028,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
31R029,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
31R030,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
31R031,2023-24,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
31R032,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
31R034,2023-24,95.0,95.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
31R035,2023-24,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
31R036,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
31R038,2023-24,58.0,58.0% of adults recognize disruptive behavior as SEL opportunity,46.0,46.0% of adults have access to behavioral/emotional supports
31R039,2023-24,97.0,97.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
31R041,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
31R042,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
31R044,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,69.0,69.0% of adults have access to behavioral/emotional supports
31R045,2023-24,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
31R046,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
31R047,2023-24,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
31R048,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
31R049,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
31R050,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,98.0,98.0% of adults have access to behavioral/emotional supports
31R051,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
31R052,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
31R053,2023-24,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,97.0,97.0% of adults have access to behavioral/emotional supports
31R054,2023-24,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
31R055,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
31R056,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,66.0,66.0% of adults have access to behavioral/emotional supports
31R057,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
31R058,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
31R059,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
31R060,2023-24,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
31R061,2023-24,57.0,57.0% of adults recognize disruptive behavior as SEL opportunity,50.0,50.0% of adults have access to behavioral/emotional supports
31R062,2023-24,97.0,97.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
31R063,2023-24,97.0,97.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
31R064,2023-24,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
31R065,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
31R068,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
31R069,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
31R072,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
31R074,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
31R075,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
31R078,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
31R080,2023-24,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
31R084,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
31R085,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
31R440,2023-24,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
