DBN,school_year,temp_housing_count,temp_housing_rate,temp_housing_rate_label
75X444,2020-21,,,Data suppressed
75X469,2020-21,81.0,14.8,14.8% of students in temporary housing
75X502,2020-21,,,Data suppressed
75X596,2020-21,19.0,4.6,4.6% of students in temporary housing
75X721,2020-21,63.0,10.8,10.8% of students in temporary housing
75X723,2020-21,93.0,19.1,19.1% of students in temporary housing
75X754,2020-21,96.0,19.0,19.0% of students in temporary housing
75X811,2020-21,59.0,9.1,9.1% of students in temporary housing
79K925,2020-21,98.0,7.9,7.9% of students in temporary housing
79M379,2020-21,126.0,11.9,11.9% of students in temporary housing
79M645,2020-21,49.0,6.9,6.9% of students in temporary housing
79M921,2020-21,27.0,17.5,17.5% of students in temporary housing
79M973,2020-21,398.0,59.5,59.5% of students in temporary housing
79Q344,2020-21,67.0,14.3,14.3% of students in temporary housing
79Q950,2020-21,693.0,12.3,12.3% of students in temporary housing
79X695,2020-21,45.0,18.3,18.3% of students in temporary housing
01M015,2021-22,58.0,31.52,31.5% of students in temporary housing
01M019,2021-22,23.0,12.43,12.4% of students in temporary housing
01M020,2021-22,42.0,12.03,12.0% of students in temporary housing
01M034,2021-22,57.0,21.03,21.0% of students in temporary housing
01M063,2021-22,25.0,12.69,12.7% of students in temporary housing
01M064,2021-22,45.0,20.93,20.9% of students in temporary housing
01M110,2021-22,36.0,11.18,11.2% of students in temporary housing
01M134,2021-22,39.0,20.31,20.3% of students in temporary housing
01M140,2021-22,69.0,19.49,19.5% of students in temporary housing
01M142,2021-22,67.0,19.36,19.4% of students in temporary housing
01M184,2021-22,91.0,12.48,12.5% of students in temporary housing
01M188,2021-22,157.0,38.39,38.4% of students in temporary housing
01M292,2021-22,33.0,11.7,11.7% of students in temporary housing
01M315,2021-22,15.0,4.82,4.8% of students in temporary housing
01M332,2021-22,36.0,18.46,18.5% of students in temporary housing
01M361,2021-22,29.0,10.07,10.1% of students in temporary housing
01M363,2021-22,10.0,4.08,4.1% of students in temporary housing
01M364,2021-22,33.0,13.2,13.2% of students in temporary housing
01M378,2021-22,19.0,10.86,10.9% of students in temporary housing
01M444,2021-22,20.0,14.18,14.2% of students in temporary housing
01M448,2021-22,40.0,7.77,7.8% of students in temporary housing
01M450,2021-22,76.0,10.81,10.8% of students in temporary housing
01M458,2021-22,23.0,13.07,13.1% of students in temporary housing
01M515,2021-22,68.0,11.39,11.4% of students in temporary housing
01M539,2021-22,9.0,0.55,0.6% of students in temporary housing
01M650,2021-22,20.0,12.12,12.1% of students in temporary housing
01M696,2021-22,17.0,2.74,2.7% of students in temporary housing
01M700,2021-22,35.0,7.68,7.7% of students in temporary housing
01M839,2021-22,31.0,9.25,9.2% of students in temporary housing
02M001,2021-22,18.0,8.29,8.3% of students in temporary housing
02M002,2021-22,42.0,11.29,11.3% of students in temporary housing
02M003,2021-22,,,Data suppressed
02M006,2021-22,7.0,1.18,1.2% of students in temporary housing
02M011,2021-22,38.0,5.11,5.1% of students in temporary housing
02M033,2021-22,49.0,9.42,9.4% of students in temporary housing
02M040,2021-22,7.0,1.07,1.1% of students in temporary housing
02M041,2021-22,,,Data suppressed
02M042,2021-22,17.0,3.14,3.1% of students in temporary housing
02M047,2021-22,26.0,11.16,11.2% of students in temporary housing
02M051,2021-22,54.0,12.33,12.3% of students in temporary housing
02M059,2021-22,10.0,1.57,1.6% of students in temporary housing
02M077,2021-22,,,Data suppressed
02M089,2021-22,,,Data suppressed
02M104,2021-22,34.0,3.66,3.7% of students in temporary housing
02M111,2021-22,41.0,11.82,11.8% of students in temporary housing
02M114,2021-22,7.0,1.62,1.6% of students in temporary housing
02M116,2021-22,45.0,11.19,11.2% of students in temporary housing
02M124,2021-22,7.0,1.17,1.2% of students in temporary housing
02M126,2021-22,117.0,18.9,18.9% of students in temporary housing
02M130,2021-22,,,Data suppressed
02M131,2021-22,31.0,13.42,13.4% of students in temporary housing
02M135,2021-22,35.0,12.2,12.2% of students in temporary housing
02M139,2021-22,32.0,8.12,8.1% of students in temporary housing
02M150,2021-22,,,Data suppressed
02M151,2021-22,15.0,3.89,3.9% of students in temporary housing
02M158,2021-22,14.0,2.09,2.1% of students in temporary housing
02M167,2021-22,48.0,4.11,4.1% of students in temporary housing
02M177,2021-22,12.0,5.36,5.4% of students in temporary housing
02M183,2021-22,,,Data suppressed
02M198,2021-22,10.0,2.3,2.3% of students in temporary housing
02M212,2021-22,8.0,2.68,2.7% of students in temporary housing
02M217,2021-22,13.0,1.72,1.7% of students in temporary housing
02M225,2021-22,12.0,3.66,3.7% of students in temporary housing
02M234,2021-22,,,Data suppressed
02M255,2021-22,,,Data suppressed
02M260,2021-22,10.0,1.3,1.3% of students in temporary housing
02M267,2021-22,,,Data suppressed
02M276,2021-22,9.0,1.2,1.2% of students in temporary housing
02M280,2021-22,40.0,8.6,8.6% of students in temporary housing
02M281,2021-22,15.0,3.12,3.1% of students in temporary housing
02M282,2021-22,44.0,8.46,8.5% of students in temporary housing
02M288,2021-22,46.0,10.8,10.8% of students in temporary housing
02M289,2021-22,6.0,2.52,2.5% of students in temporary housing
02M290,2021-22,,,Data suppressed
02M294,2021-22,19.0,5.35,5.3% of students in temporary housing
02M296,2021-22,26.0,10.44,10.4% of students in temporary housing
02M297,2021-22,53.0,8.65,8.7% of students in temporary housing
02M298,2021-22,32.0,5.57,5.6% of students in temporary housing
02M300,2021-22,30.0,11.95,11.9% of students in temporary housing
02M303,2021-22,50.0,14.93,14.9% of students in temporary housing
02M305,2021-22,38.0,11.59,11.6% of students in temporary housing
02M308,2021-22,47.0,13.78,13.8% of students in temporary housing
02M312,2021-22,,,Data suppressed
02M313,2021-22,29.0,16.67,16.7% of students in temporary housing
02M316,2021-22,14.0,12.96,13.0% of students in temporary housing
02M340,2021-22,,,Data suppressed
02M343,2021-22,,,Data suppressed
02M347,2021-22,28.0,14.74,14.7% of students in temporary housing
02M374,2021-22,27.0,5.38,5.4% of students in temporary housing
02M376,2021-22,17.0,3.62,3.6% of students in temporary housing
02M391,2021-22,7.0,1.46,1.5% of students in temporary housing
02M392,2021-22,54.0,13.2,13.2% of students in temporary housing
02M393,2021-22,63.0,13.85,13.8% of students in temporary housing
02M394,2021-22,75.0,21.61,21.6% of students in temporary housing
02M397,2021-22,11.0,2.48,2.5% of students in temporary housing
02M399,2021-22,24.0,11.43,11.4% of students in temporary housing
02M400,2021-22,66.0,6.07,6.1% of students in temporary housing
02M407,2021-22,15.0,3.04,3.0% of students in temporary housing
02M408,2021-22,25.0,4.34,4.3% of students in temporary housing
02M411,2021-22,,,Data suppressed
02M412,2021-22,7.0,1.43,1.4% of students in temporary housing
02M413,2021-22,13.0,1.8,1.8% of students in temporary housing
02M414,2021-22,13.0,2.64,2.6% of students in temporary housing
02M416,2021-22,,,Data suppressed
02M418,2021-22,30.0,4.64,4.6% of students in temporary housing
02M419,2021-22,33.0,9.51,9.5% of students in temporary housing
02M420,2021-22,116.0,6.88,6.9% of students in temporary housing
02M422,2021-22,61.0,11.03,11.0% of students in temporary housing
02M425,2021-22,23.0,8.39,8.4% of students in temporary housing
02M427,2021-22,70.0,31.39,31.4% of students in temporary housing
02M432,2021-22,27.0,11.02,11.0% of students in temporary housing
02M437,2021-22,44.0,14.43,14.4% of students in temporary housing
02M438,2021-22,99.0,29.91,29.9% of students in temporary housing
02M439,2021-22,21.0,4.68,4.7% of students in temporary housing
02M442,2021-22,,,Data suppressed
02M444,2021-22,28.0,3.72,3.7% of students in temporary housing
02M449,2021-22,31.0,7.36,7.4% of students in temporary housing
02M459,2021-22,50.0,14.29,14.3% of students in temporary housing
02M475,2021-22,51.0,1.54,1.5% of students in temporary housing
02M489,2021-22,66.0,8.84,8.8% of students in temporary housing
02M500,2021-22,30.0,9.74,9.7% of students in temporary housing
02M507,2021-22,35.0,7.74,7.7% of students in temporary housing
02M519,2021-22,16.0,3.33,3.3% of students in temporary housing
02M520,2021-22,13.0,10.74,10.7% of students in temporary housing
02M527,2021-22,11.0,2.43,2.4% of students in temporary housing
02M529,2021-22,26.0,12.32,12.3% of students in temporary housing
02M531,2021-22,14.0,5.96,6.0% of students in temporary housing
02M533,2021-22,40.0,9.24,9.2% of students in temporary housing
02M534,2021-22,35.0,8.08,8.1% of students in temporary housing
02M542,2021-22,96.0,19.88,19.9% of students in temporary housing
02M543,2021-22,52.0,10.61,10.6% of students in temporary housing
02M544,2021-22,50.0,14.33,14.3% of students in temporary housing
02M545,2021-22,46.0,12.3,12.3% of students in temporary housing
02M546,2021-22,42.0,9.4,9.4% of students in temporary housing
02M550,2021-22,183.0,36.82,36.8% of students in temporary housing
02M551,2021-22,27.0,5.3,5.3% of students in temporary housing
02M560,2021-22,54.0,8.77,8.8% of students in temporary housing
02M565,2021-22,13.0,8.78,8.8% of students in temporary housing
02M570,2021-22,24.0,12.12,12.1% of students in temporary housing
02M575,2021-22,70.0,8.99,9.0% of students in temporary housing
02M580,2021-22,21.0,6.84,6.8% of students in temporary housing
02M586,2021-22,12.0,16.9,16.9% of students in temporary housing
02M600,2021-22,150.0,9.03,9.0% of students in temporary housing
02M605,2021-22,23.0,8.88,8.9% of students in temporary housing
02M615,2021-22,26.0,5.95,6.0% of students in temporary housing
02M630,2021-22,53.0,3.51,3.5% of students in temporary housing
02M655,2021-22,54.0,15.52,15.5% of students in temporary housing
02M700,2021-22,81.0,6.64,6.6% of students in temporary housing
02M896,2021-22,10.0,2.79,2.8% of students in temporary housing
02M933,2021-22,27.0,20.15,20.1% of students in temporary housing
03M009,2021-22,22.0,4.57,4.6% of students in temporary housing
03M054,2021-22,25.0,3.24,3.2% of students in temporary housing
03M075,2021-22,66.0,13.95,13.9% of students in temporary housing
03M076,2021-22,73.0,22.32,22.3% of students in temporary housing
03M084,2021-22,29.0,4.73,4.7% of students in temporary housing
03M087,2021-22,,,Data suppressed
03M145,2021-22,39.0,9.63,9.6% of students in temporary housing
03M149,2021-22,65.0,22.03,22.0% of students in temporary housing
03M163,2021-22,37.0,8.69,8.7% of students in temporary housing
03M165,2021-22,65.0,17.11,17.1% of students in temporary housing
03M166,2021-22,16.0,2.68,2.7% of students in temporary housing
03M180,2021-22,68.0,16.46,16.5% of students in temporary housing
03M185,2021-22,27.0,9.0,9.0% of students in temporary housing
03M191,2021-22,71.0,14.23,14.2% of students in temporary housing
03M199,2021-22,10.0,1.76,1.8% of students in temporary housing
03M241,2021-22,15.0,11.9,11.9% of students in temporary housing
03M242,2021-22,26.0,19.12,19.1% of students in temporary housing
03M243,2021-22,,,Data suppressed
03M245,2021-22,13.0,3.49,3.5% of students in temporary housing
03M247,2021-22,36.0,16.74,16.7% of students in temporary housing
03M250,2021-22,13.0,13.4,13.4% of students in temporary housing
03M256,2021-22,13.0,8.18,8.2% of students in temporary housing
03M258,2021-22,28.0,15.73,15.7% of students in temporary housing
03M291,2021-22,36.0,4.53,4.5% of students in temporary housing
03M299,2021-22,14.0,10.77,10.8% of students in temporary housing
03M307,2021-22,49.0,13.17,13.2% of students in temporary housing
03M333,2021-22,8.0,1.57,1.6% of students in temporary housing
03M334,2021-22,,,Data suppressed
03M402,2021-22,31.0,11.7,11.7% of students in temporary housing
03M403,2021-22,68.0,15.45,15.4% of students in temporary housing
03M404,2021-22,24.0,16.33,16.3% of students in temporary housing
03M415,2021-22,54.0,13.99,14.0% of students in temporary housing
03M417,2021-22,12.0,2.96,3.0% of students in temporary housing
03M421,2021-22,20.0,12.5,12.5% of students in temporary housing
03M444,2021-22,19.0,4.4,4.4% of students in temporary housing
03M452,2021-22,6.0,1.57,1.6% of students in temporary housing
03M479,2021-22,17.0,1.13,1.1% of students in temporary housing
03M485,2021-22,28.0,1.19,1.2% of students in temporary housing
03M492,2021-22,47.0,11.99,12.0% of students in temporary housing
03M494,2021-22,36.0,8.04,8.0% of students in temporary housing
03M505,2021-22,35.0,15.28,15.3% of students in temporary housing
03M541,2021-22,18.0,4.15,4.2% of students in temporary housing
03M700,2021-22,48.0,6.42,6.4% of students in temporary housing
03M859,2021-22,,,Data suppressed
03M860,2021-22,62.0,17.51,17.5% of students in temporary housing
03M862,2021-22,23.0,6.27,6.3% of students in temporary housing
04M007,2021-22,70.0,21.08,21.1% of students in temporary housing
04M012,2021-22,9.0,1.68,1.7% of students in temporary housing
04M037,2021-22,32.0,13.06,13.1% of students in temporary housing
04M038,2021-22,66.0,34.74,34.7% of students in temporary housing
04M057,2021-22,115.0,19.9,19.9% of students in temporary housing
04M072,2021-22,124.0,21.6,21.6% of students in temporary housing
04M083,2021-22,44.0,12.9,12.9% of students in temporary housing
04M096,2021-22,87.0,22.66,22.7% of students in temporary housing
04M102,2021-22,26.0,15.38,15.4% of students in temporary housing
04M108,2021-22,48.0,12.66,12.7% of students in temporary housing
04M112,2021-22,17.0,7.14,7.1% of students in temporary housing
04M146,2021-22,70.0,20.0,20.0% of students in temporary housing
04M155,2021-22,42.0,20.59,20.6% of students in temporary housing
04M171,2021-22,69.0,9.01,9.0% of students in temporary housing
04M182,2021-22,89.0,35.18,35.2% of students in temporary housing
04M206,2021-22,69.0,14.78,14.8% of students in temporary housing
04M224,2021-22,14.0,7.25,7.2% of students in temporary housing
04M310,2021-22,27.0,12.27,12.3% of students in temporary housing
04M372,2021-22,111.0,22.75,22.8% of students in temporary housing
04M375,2021-22,48.0,22.22,22.2% of students in temporary housing
04M377,2021-22,30.0,16.13,16.1% of students in temporary housing
04M435,2021-22,75.0,4.82,4.8% of students in temporary housing
04M444,2021-22,20.0,9.43,9.4% of students in temporary housing
04M495,2021-22,18.0,4.9,4.9% of students in temporary housing
04M497,2021-22,14.0,9.03,9.0% of students in temporary housing
04M555,2021-22,39.0,7.74,7.7% of students in temporary housing
04M610,2021-22,24.0,5.24,5.2% of students in temporary housing
04M680,2021-22,23.0,7.44,7.4% of students in temporary housing
04M700,2021-22,75.0,13.25,13.2% of students in temporary housing
04M825,2021-22,46.0,14.47,14.5% of students in temporary housing
04M964,2021-22,46.0,11.47,11.5% of students in temporary housing
05M030,2021-22,40.0,20.3,20.3% of students in temporary housing
05M036,2021-22,54.0,18.69,18.7% of students in temporary housing
05M046,2021-22,81.0,16.6,16.6% of students in temporary housing
05M092,2021-22,56.0,25.69,25.7% of students in temporary housing
05M123,2021-22,188.0,41.5,41.5% of students in temporary housing
05M125,2021-22,26.0,9.52,9.5% of students in temporary housing
05M129,2021-22,76.0,29.23,29.2% of students in temporary housing
05M133,2021-22,42.0,17.95,17.9% of students in temporary housing
05M148,2021-22,42.0,16.54,16.5% of students in temporary housing
05M154,2021-22,40.0,16.67,16.7% of students in temporary housing
05M157,2021-22,35.0,19.23,19.2% of students in temporary housing
05M161,2021-22,168.0,26.17,26.2% of students in temporary housing
05M175,2021-22,49.0,15.31,15.3% of students in temporary housing
05M194,2021-22,71.0,40.11,40.1% of students in temporary housing
05M197,2021-22,43.0,18.45,18.4% of students in temporary housing
05M200,2021-22,70.0,20.77,20.8% of students in temporary housing
05M285,2021-22,33.0,14.8,14.8% of students in temporary housing
05M286,2021-22,20.0,23.81,23.8% of students in temporary housing
05M304,2021-22,38.0,19.39,19.4% of students in temporary housing
05M318,2021-22,35.0,19.44,19.4% of students in temporary housing
05M362,2021-22,24.0,3.63,3.6% of students in temporary housing
05M369,2021-22,50.0,15.77,15.8% of students in temporary housing
05M371,2021-22,14.0,11.11,11.1% of students in temporary housing
05M444,2021-22,22.0,6.57,6.6% of students in temporary housing
05M499,2021-22,109.0,12.37,12.4% of students in temporary housing
05M514,2021-22,20.0,18.87,18.9% of students in temporary housing
05M517,2021-22,32.0,9.09,9.1% of students in temporary housing
05M670,2021-22,61.0,11.8,11.8% of students in temporary housing
05M692,2021-22,11.0,2.1,2.1% of students in temporary housing
05M700,2021-22,88.0,12.07,12.1% of students in temporary housing
06M004,2021-22,85.0,17.0,17.0% of students in temporary housing
06M005,2021-22,78.0,15.54,15.5% of students in temporary housing
